user_id,product_name
1001,Notebook
1001,Controle Xbox
1001,Roteador Wi-Fi
1001,Caixa de Som
1002,Webcam HD
1002,Controle Xbox
1002,Cadeira Gamer
1002,Nobreak
1002,Cabo Lightning
1002,Teclado Mecânico
1003,Fone de Ouvido
1003,Notebook
1003,Teclado Mecânico
1003,Tablet
1003,Smartwatch
1003,Carregador Veicular
1003,Memória RAM
1003,Controle Xbox
1003,Teclado Bluetooth
1004,Óculos VR
1004,Estabilizador
1004,Volante Gamer
1004,Cabo Lightning
1004,SSD 500GB
1004,Smartwatch
1005,Placa de Vídeo
1005,Roteador Wi-Fi
1005,Smartphone
1005,Pen Drive 64GB
1005,Volante Gamer
1005,Scanner
1005,Hub USB
1005,Controle Xbox
1005,HD Externo
1005,Tablet
1006,Cadeira Gamer
1006,Teclado Mecânico
1006,Ring Light
1006,Mousepad Gamer
1006,Adaptador HDMI
1006,Volante Gamer
1006,Memória RAM
1006,Impressora
1007,Controle PS5
1007,Base Refrigerada
1007,Cabo Lightning
1008,Ring Light
1008,Teclado Mecânico
1008,Teclado Bluetooth
1008,Gamepad
1009,Switch HDMI
1009,Controle Bluetooth
1009,Óculos VR
1009,Mouse Sem Fio
1009,Fone de Ouvido
1009,Filtro de Linha
1009,Smartwatch
1009,Gamepad
1010,Smartwatch
1010,Cadeira Gamer
1010,Ring Light
1010,Roteador Wi-Fi
1011,Case HD
1011,Microfone
1011,Pen Drive 64GB
1011,Controle Xbox
1011,Adaptador HDMI
1011,Tablet
1011,Filtro de Linha
1011,Roteador Wi-Fi
1011,Mouse Sem Fio
1011,Memória RAM
1012,Cabo Lightning
1012,Controle PS5
1012,Caixa de Som
1012,Pen Drive 64GB
1012,Base Refrigerada
1013,Roteador Wi-Fi
1013,Case HD
1013,Volante Gamer
1013,Teclado Bluetooth
1013,Smartwatch
1013,Nobreak
1013,Cooler
1013,Carregador
1013,Controle PS5
1014,Cooler
1014,Power Bank
1014,Roteador Wi-Fi
1015,Tablet
1015,Switch HDMI
1015,Óculos VR
1015,Cooler
1016,Estabilizador
1016,Fire TV Stick
1016,Power Bank
1016,Mousepad Gamer
1016,Base Refrigerada
1016,HD Externo
1017,Webcam HD
1017,Caixa de Som
1017,Teclado Bluetooth
1017,Cabo Lightning
1017,Impressora
1017,Placa de Vídeo
1017,Scanner
1018,Microfone
1018,Smartwatch
1018,Webcam HD
1018,Carregador Veicular
1018,Fire TV Stick
1018,Teclado Mecânico
1018,Carregador
1018,"Monitor 24"""
1018,HD Externo
1019,Nobreak
1019,Scanner
1019,Memória RAM
1019,Mouse Sem Fio
1019,Ring Light
1020,Memória RAM
1020,Base Refrigerada
1020,Cabo USB-C
1020,Impressora
1020,Teclado Bluetooth
1020,Smartphone
1020,"Monitor 24"""
1020,Cabo Lightning
1020,Roteador Wi-Fi
1021,"Monitor 24"""
1021,Gamepad
1021,Scanner
1021,Pen Drive 64GB
1021,Base Refrigerada
1021,Smartphone
1021,Impressora
1021,Carregador Veicular
1022,Carregador Veicular
1022,Cadeira Gamer
1022,Case HD
1022,Lâmpada Inteligente
1022,Memória RAM
1023,HD Externo
1023,Microfone
1023,Pen Drive 64GB
1023,Cabo Lightning
1023,Cabo USB-C
1023,Smartphone
1024,Fire TV Stick
1024,Notebook
1024,"Monitor 24"""
1024,Microfone
1024,Lâmpada Inteligente
1024,Caixa de Som
1024,Carregador
1024,Nobreak
1025,Teclado Mecânico
1025,Controle PS5
1025,Fire TV Stick
1025,Mouse Sem Fio
1026,Webcam HD
1026,Filtro de Linha
1026,Echo Dot
1026,Teclado Bluetooth
1026,Pen Drive 64GB
1027,Cabo USB-C
1027,Memória RAM
1027,Scanner
1027,Tablet
1027,Cabo Lightning
1027,Controle Bluetooth
1027,Lâmpada Inteligente
1028,Filtro de Linha
1028,Estabilizador
1028,Microfone
1028,Notebook Stand
1028,Cabo USB-C
1028,Óculos VR
1028,"Monitor 24"""
1028,Caixa de Som
1028,Smartwatch
1029,Hub USB
1029,Notebook
1029,Placa de Vídeo
1029,Teclado Bluetooth
1030,Placa de Vídeo
1030,Smartwatch
1030,Smartphone
1030,Mouse Sem Fio
1030,Case HD
1030,Carregador
1031,Mouse Sem Fio
1031,Fone de Ouvido
1031,Hub USB
1031,Mousepad Gamer
1031,Carregador Veicular
1031,Caixa de Som
1032,Filtro de Linha
1032,Fire TV Stick
1032,Tablet
1032,Cabo Lightning
1032,Webcam HD
1032,Switch HDMI
1032,Nobreak
1033,Caixa de Som
1033,Echo Dot
1033,SSD 500GB
1033,Controle Bluetooth
1033,Cadeira Gamer
1033,Volante Gamer
1033,Filtro de Linha
1033,Scanner
1033,Adaptador HDMI
1033,Estabilizador
1034,Base Refrigerada
1034,Controle PS5
1034,Carregador
1034,Nobreak
1034,Estabilizador
1034,Volante Gamer
1034,Cadeira Gamer
1034,Controle Xbox
1034,Power Bank
1035,Cadeira Gamer
1035,Caixa de Som
1035,Controle Bluetooth
1035,Controle PS5
1035,Cabo Lightning
1035,Notebook Stand
1035,Webcam HD
1035,Scanner
1036,Roteador Wi-Fi
1036,Base Refrigerada
1036,Caixa de Som
1036,Mouse Sem Fio
1036,Notebook Stand
1037,Carregador
1037,Estabilizador
1037,Cabo Lightning
1037,Smartphone
1038,Mousepad Gamer
1038,Caixa de Som
1038,Pen Drive 64GB
1038,SSD 500GB
1039,Echo Dot
1039,Tablet
1039,Power Bank
1039,Carregador
1039,Pen Drive 64GB
1039,Ring Light
1039,Smartphone
1039,Nobreak
1039,Impressora
1039,Base Refrigerada
1040,Scanner
1040,Volante Gamer
1040,Controle PS5
1040,Teclado Bluetooth
1040,Filtro de Linha
1040,Fire TV Stick
1040,HD Externo
1041,Gamepad
1041,Tablet
1041,Carregador
1041,Placa de Vídeo
1041,Cabo Lightning
1041,Controle PS5
1042,Carregador
1042,Mousepad Gamer
1042,Placa de Vídeo
1042,Echo Dot
1042,Carregador Veicular
1042,Cabo USB-C
1042,Pen Drive 64GB
1042,Controle Xbox
1043,Suporte para Celular
1043,Mouse Sem Fio
1043,Memória RAM
1043,Nobreak
1044,Power Bank
1044,"Monitor 24"""
1044,Switch HDMI
1044,Caixa de Som
1044,Placa de Vídeo
1044,Memória RAM
1045,Fonte 500W
1045,Teclado Mecânico
1045,SSD 500GB
1046,Impressora
1046,Tablet
1046,Filtro de Linha
1046,Óculos VR
1046,Cooler
1046,Caixa de Som
1046,Mousepad Gamer
1046,Power Bank
1047,Filtro de Linha
1047,Estabilizador
1047,Lâmpada Inteligente
1047,Base Refrigerada
1047,Cooler
1048,Smartphone
1048,Base Refrigerada
1048,Fonte 500W
1048,Switch HDMI
1049,Mouse Sem Fio
1049,Cabo Lightning
1049,Tablet
1049,Carregador Veicular
1050,Webcam HD
1050,Adaptador HDMI
1050,Mouse Sem Fio
1050,Caixa de Som
1050,Microfone
1050,Gamepad
1050,Pen Drive 64GB
1051,Cabo Lightning
1051,Óculos VR
1051,Lâmpada Inteligente
1051,Fonte 500W
1051,Estabilizador
1051,Cabo USB-C
1051,Smartphone
1051,Teclado Bluetooth
1051,Controle PS5
1051,Cadeira Gamer
1052,Impressora
1052,"Monitor 24"""
1052,Cadeira Gamer
1052,Controle Xbox
1052,Teclado Bluetooth
1053,Roteador Wi-Fi
1053,Gamepad
1053,Memória RAM
1053,Tablet
1053,Óculos VR
1054,Tablet
1054,Nobreak
1054,Case HD
1054,Impressora
1054,Carregador Veicular
1054,Fire TV Stick
1054,Óculos VR
1054,Carregador
1055,Case HD
1055,Scanner
1055,Roteador Wi-Fi
1055,Fone de Ouvido
1056,Hub USB
1056,Webcam HD
1056,Case HD
1057,Pen Drive 64GB
1057,Controle Xbox
1057,Notebook Stand
1057,Teclado Bluetooth
1057,Scanner
1057,Óculos VR
1057,Smartphone
1058,Mouse Sem Fio
1058,Volante Gamer
1058,HD Externo
1058,Cabo Lightning
1059,Microfone
1059,Placa de Vídeo
1059,Teclado Bluetooth
1060,Scanner
1060,Webcam HD
1060,Fone de Ouvido
1060,Lâmpada Inteligente
1060,Microfone
1061,Adaptador HDMI
1061,Tablet
1061,Nobreak
1062,Filtro de Linha
1062,Cadeira Gamer
1062,Adaptador HDMI
1062,Teclado Bluetooth
1062,SSD 500GB
1062,Fonte 500W
1063,Caixa de Som
1063,Pen Drive 64GB
1063,Suporte para Celular
1063,SSD 500GB
1063,Notebook
1064,Controle Xbox
1064,Hub USB
1064,SSD 500GB
1064,Filtro de Linha
1064,Caixa de Som
1065,Pen Drive 64GB
1065,Volante Gamer
1065,Cadeira Gamer
1065,Ring Light
1065,Fone de Ouvido
1065,Echo Dot
1065,Smartwatch
1066,Base Refrigerada
1066,Adaptador HDMI
1066,Lâmpada Inteligente
1066,Smartwatch
1066,Óculos VR
1066,Notebook
1067,Power Bank
1067,Hub USB
1067,Roteador Wi-Fi
1067,Mouse Sem Fio
1067,Controle PS5
1067,Adaptador HDMI
1068,Nobreak
1068,Cabo Lightning
1068,Hub USB
1068,Notebook
1068,"Monitor 24"""
1068,Impressora
1068,Suporte para Celular
1068,Placa de Vídeo
1068,Mousepad Gamer
1069,Cadeira Gamer
1069,Memória RAM
1069,Scanner
1070,Controle PS5
1070,Cooler
1070,Scanner
1070,Memória RAM
1070,Carregador Veicular
1070,"Monitor 24"""
1070,Ring Light
1070,Switch HDMI
1071,Impressora
1071,Fone de Ouvido
1071,Óculos VR
1071,Scanner
1071,Smartphone
1071,Cabo USB-C
1072,Microfone
1072,Scanner
1072,Mouse Sem Fio
1072,Filtro de Linha
1072,Hub USB
1072,Fonte 500W
1073,Filtro de Linha
1073,"Monitor 24"""
1073,Controle PS5
1073,Lâmpada Inteligente
1073,Carregador Veicular
1073,Óculos VR
1073,Mousepad Gamer
1073,SSD 500GB
1074,Power Bank
1074,Volante Gamer
1074,Gamepad
1074,Teclado Bluetooth
1074,Webcam HD
1074,Controle Bluetooth
1074,SSD 500GB
1074,Ring Light
1075,Fonte 500W
1075,Switch HDMI
1075,Lâmpada Inteligente
1075,Power Bank
1075,Teclado Bluetooth
1076,Lâmpada Inteligente
1076,Gamepad
1076,Tablet
1077,Placa de Vídeo
1077,Memória RAM
1077,Estabilizador
1077,Cooler
1077,Base Refrigerada
1077,Notebook Stand
1077,Nobreak
1077,Tablet
1077,Carregador Veicular
1078,Controle Xbox
1078,Pen Drive 64GB
1078,Filtro de Linha
1078,Teclado Mecânico
1078,Gamepad
1078,Carregador Veicular
1078,Controle PS5
1078,Case HD
1078,Fonte 500W
1078,Hub USB
1079,Mousepad Gamer
1079,Caixa de Som
1079,Nobreak
1079,Lâmpada Inteligente
1080,Controle Bluetooth
1080,HD Externo
1080,Notebook
1080,Fone de Ouvido
1080,Caixa de Som
1080,Echo Dot
1081,Base Refrigerada
1081,SSD 500GB
1081,Case HD
1081,Switch HDMI
1082,Óculos VR
1082,Volante Gamer
1082,Ring Light
1082,Fire TV Stick
1082,Power Bank
1082,Caixa de Som
1083,Estabilizador
1083,Volante Gamer
1083,Smartphone
1083,Mousepad Gamer
1083,Cadeira Gamer
1084,Smartwatch
1084,Suporte para Celular
1084,Volante Gamer
1084,Cabo USB-C
1084,Base Refrigerada
1084,Carregador
1084,Teclado Bluetooth
1084,Caixa de Som
1084,"Monitor 24"""
1085,Webcam HD
1085,Base Refrigerada
1085,Filtro de Linha
1085,Cabo USB-C
1085,Teclado Bluetooth
1085,Memória RAM
1085,Cooler
1085,Notebook Stand
1085,Fonte 500W
1085,Carregador Veicular
1086,Teclado Bluetooth
1086,Notebook Stand
1086,Pen Drive 64GB
1086,Echo Dot
1086,Controle Xbox
1086,Impressora
1086,Caixa de Som
1086,Case HD
1086,Roteador Wi-Fi
1087,Case HD
1087,Caixa de Som
1087,Roteador Wi-Fi
1087,Notebook Stand
1087,Mouse Sem Fio
1087,Gamepad
1087,Controle Xbox
1087,Controle PS5
1087,Hub USB
1087,Cooler
1088,Webcam HD
1088,HD Externo
1088,Smartwatch
1088,Ring Light
1089,Óculos VR
1089,Tablet
1089,Mouse Sem Fio
1089,SSD 500GB
1089,Hub USB
1090,SSD 500GB
1090,Carregador
1090,Tablet
1090,Mousepad Gamer
1090,Ring Light
1090,Placa de Vídeo
1090,Notebook
1090,Switch HDMI
1090,Volante Gamer
1090,Echo Dot
1091,Adaptador HDMI
1091,Lâmpada Inteligente
1091,Mousepad Gamer
1092,SSD 500GB
1092,Cabo Lightning
1092,Controle Xbox
1092,Memória RAM
1092,Smartwatch
1092,Fire TV Stick
1092,Volante Gamer
1092,Roteador Wi-Fi
1092,Scanner
1093,Notebook
1093,Ring Light
1093,Hub USB
1093,Filtro de Linha
1093,Nobreak
1093,Power Bank
1093,Pen Drive 64GB
1093,Base Refrigerada
1093,Webcam HD
1093,Fonte 500W
1094,Power Bank
1094,Placa de Vídeo
1094,Switch HDMI
1095,Teclado Mecânico
1095,Estabilizador
1095,Scanner
1096,Base Refrigerada
1096,Suporte para Celular
1096,Carregador
1096,Impressora
1096,Ring Light
1097,Tablet
1097,Base Refrigerada
1097,Cooler
1097,Hub USB
1097,Ring Light
1097,Roteador Wi-Fi
1097,SSD 500GB
1097,Impressora
1098,Echo Dot
1098,Notebook
1098,Controle Xbox
1098,Cabo Lightning
1099,Adaptador HDMI
1099,Smartwatch
1099,Estabilizador
1100,Estabilizador
1100,Fone de Ouvido
1100,Mousepad Gamer
1100,Notebook
1101,Controle Bluetooth
1101,Notebook
1101,Fonte 500W
1101,HD Externo
1101,Caixa de Som
1101,Webcam HD
1102,Filtro de Linha
1102,"Monitor 24"""
1102,Switch HDMI
1102,Tablet
1102,Base Refrigerada
1102,Impressora
1102,Microfone
1102,Pen Drive 64GB
1102,Memória RAM
1102,Case HD
1103,Pen Drive 64GB
1103,Lâmpada Inteligente
1103,Cadeira Gamer
1103,Placa de Vídeo
1104,Lâmpada Inteligente
1104,Switch HDMI
1104,Nobreak
1105,Power Bank
1105,Óculos VR
1105,Controle Bluetooth
1105,Mouse Sem Fio
1105,Placa de Vídeo
1105,Case HD
1105,Caixa de Som
1105,Cadeira Gamer
1105,Lâmpada Inteligente
1106,Switch HDMI
1106,Fone de Ouvido
1106,Adaptador HDMI
1106,Cabo Lightning
1107,Filtro de Linha
1107,Microfone
1107,Mouse Sem Fio
1107,Carregador Veicular
1107,Estabilizador
1107,Hub USB
1107,Smartphone
1107,SSD 500GB
1107,Fire TV Stick
1108,Scanner
1108,Microfone
1108,Case HD
1108,Base Refrigerada
1109,Scanner
1109,Suporte para Celular
1109,Controle PS5
1109,Cabo USB-C
1109,Estabilizador
1110,Fonte 500W
1110,Cabo Lightning
1110,Echo Dot
1110,Base Refrigerada
1110,Scanner
1110,Placa de Vídeo
1110,Roteador Wi-Fi
1111,Caixa de Som
1111,Teclado Mecânico
1111,Roteador Wi-Fi
1111,Notebook Stand
1111,Mousepad Gamer
1111,Base Refrigerada
1111,Switch HDMI
1111,Fonte 500W
1112,Hub USB
1112,Notebook
1112,Fire TV Stick
1112,Cooler
1112,Suporte para Celular
1112,Controle PS5
1112,Tablet
1112,Adaptador HDMI
1112,Impressora
1113,Roteador Wi-Fi
1113,Memória RAM
1113,Volante Gamer
1113,Mousepad Gamer
1113,Teclado Bluetooth
1113,Smartphone
1113,Cabo USB-C
1113,Controle Bluetooth
1114,Caixa de Som
1114,Controle PS5
1114,SSD 500GB
1114,Fire TV Stick
1115,Volante Gamer
1115,Echo Dot
1115,Estabilizador
1115,Óculos VR
1115,Fire TV Stick
1115,Notebook Stand
1116,Teclado Mecânico
1116,Gamepad
1116,Smartwatch
1117,Volante Gamer
1117,Caixa de Som
1117,Lâmpada Inteligente
1117,Filtro de Linha
1117,Placa de Vídeo
1117,Microfone
1117,Echo Dot
1117,Teclado Bluetooth
1117,Cabo USB-C
1118,Scanner
1118,Controle Xbox
1118,Teclado Bluetooth
1118,Hub USB
1118,Adaptador HDMI
1118,Base Refrigerada
1118,Roteador Wi-Fi
1118,Lâmpada Inteligente
1119,Smartwatch
1119,"Monitor 24"""
1119,Controle PS5
1119,Controle Bluetooth
1119,Cooler
1119,Controle Xbox
1119,Cabo Lightning
1120,Controle Bluetooth
1120,Tablet
1120,Controle Xbox
1120,Echo Dot
1120,Roteador Wi-Fi
1121,Cadeira Gamer
1121,Controle Bluetooth
1121,Gamepad
1121,Smartwatch
1121,Microfone
1121,Suporte para Celular
1121,Lâmpada Inteligente
1122,Óculos VR
1122,Cabo Lightning
1122,Webcam HD
1123,Fone de Ouvido
1123,Carregador
1123,Teclado Bluetooth
1123,Gamepad
1123,Volante Gamer
1123,Webcam HD
1123,Case HD
1124,Cadeira Gamer
1124,Smartphone
1124,Switch HDMI
1124,Gamepad
1124,Echo Dot
1124,Volante Gamer
1124,Notebook Stand
1124,Hub USB
1124,Suporte para Celular
1124,Carregador
1125,Echo Dot
1125,"Monitor 24"""
1125,Mouse Sem Fio
1125,Power Bank
1125,Fire TV Stick
1125,Controle PS5
1125,Switch HDMI
1126,HD Externo
1126,Switch HDMI
1126,Lâmpada Inteligente
1127,Caixa de Som
1127,"Monitor 24"""
1127,Teclado Bluetooth
1127,Mousepad Gamer
1128,Memória RAM
1128,Mousepad Gamer
1128,Fonte 500W
1128,Smartwatch
1128,Cabo USB-C
1128,Ring Light
1128,Notebook Stand
1128,Filtro de Linha
1128,Lâmpada Inteligente
1129,Lâmpada Inteligente
1129,Switch HDMI
1129,Fonte 500W
1129,Carregador
1129,Controle PS5
1129,Cadeira Gamer
1129,Tablet
1129,Case HD
1129,Filtro de Linha
1130,Filtro de Linha
1130,Teclado Mecânico
1130,Pen Drive 64GB
1130,Caixa de Som
1130,Suporte para Celular
1130,Teclado Bluetooth
1130,Mouse Sem Fio
1131,Smartphone
1131,SSD 500GB
1131,Notebook Stand
1131,Volante Gamer
1131,Memória RAM
1132,Gamepad
1132,Fone de Ouvido
1132,Smartwatch
1132,Mousepad Gamer
1132,Óculos VR
1132,Base Refrigerada
1132,Mouse Sem Fio
1132,Controle PS5
1132,Impressora
1132,Placa de Vídeo
1133,Scanner
1133,"Monitor 24"""
1133,Cabo Lightning
1133,Smartwatch
1133,Estabilizador
1133,HD Externo
1134,HD Externo
1134,Mouse Sem Fio
1134,Carregador
1134,Pen Drive 64GB
1134,Lâmpada Inteligente
1134,Memória RAM
1134,Switch HDMI
1135,Notebook Stand
1135,"Monitor 24"""
1135,Base Refrigerada
1135,Volante Gamer
1135,Lâmpada Inteligente
1135,Power Bank
1135,Roteador Wi-Fi
1136,Notebook Stand
1136,Teclado Mecânico
1136,Memória RAM
1136,Fone de Ouvido
1136,Scanner
1136,Cooler
1136,Controle PS5
1136,Impressora
1136,Notebook
1136,Controle Xbox
1137,Nobreak
1137,Switch HDMI
1137,Placa de Vídeo
1137,Notebook
1137,Mousepad Gamer
1137,Roteador Wi-Fi
1138,Mousepad Gamer
1138,Suporte para Celular
1138,Echo Dot
1139,Roteador Wi-Fi
1139,Suporte para Celular
1139,Placa de Vídeo
1139,Scanner
1139,Case HD
1139,Fire TV Stick
1139,Teclado Mecânico
1139,Echo Dot
1139,Adaptador HDMI
1139,SSD 500GB
1140,Cooler
1140,Filtro de Linha
1140,Cadeira Gamer
1140,Pen Drive 64GB
1140,Hub USB
1140,SSD 500GB
1140,Fire TV Stick
1140,Gamepad
1141,Mousepad Gamer
1141,Teclado Bluetooth
1141,Fone de Ouvido
1141,Base Refrigerada
1141,Teclado Mecânico
1141,Cooler
1141,Impressora
1141,Nobreak
1141,"Monitor 24"""
1142,Carregador Veicular
1142,Smartphone
1142,Filtro de Linha
1142,Cabo Lightning
1142,Base Refrigerada
1142,SSD 500GB
1142,Carregador
1142,Controle Bluetooth
1142,Cabo USB-C
1143,Fonte 500W
1143,Fire TV Stick
1143,Case HD
1143,Notebook Stand
1143,Carregador
1143,Tablet
1143,Roteador Wi-Fi
1143,Teclado Bluetooth
1144,Gamepad
1144,Notebook Stand
1144,Volante Gamer
1144,Fire TV Stick
1144,"Monitor 24"""
1145,Case HD
1145,Memória RAM
1145,Caixa de Som
1146,Lâmpada Inteligente
1146,Teclado Bluetooth
1146,Smartphone
1146,SSD 500GB
1146,Teclado Mecânico
1147,"Monitor 24"""
1147,Base Refrigerada
1147,Mousepad Gamer
1147,Estabilizador
1147,HD Externo
1147,Fire TV Stick
1148,Carregador Veicular
1148,Óculos VR
1148,Roteador Wi-Fi
1148,SSD 500GB
1148,Echo Dot
1148,Volante Gamer
1148,Caixa de Som
1149,Teclado Bluetooth
1149,HD Externo
1149,Ring Light
1149,Controle Bluetooth
1149,Memória RAM
1149,Carregador Veicular
1149,Webcam HD
1149,Mouse Sem Fio
1149,Roteador Wi-Fi
1149,SSD 500GB
1150,Carregador Veicular
1150,Roteador Wi-Fi
1150,Smartphone
1150,Gamepad
1150,Lâmpada Inteligente
1150,Placa de Vídeo
1150,Nobreak
1150,Fire TV Stick
1151,Notebook Stand
1151,Cabo Lightning
1151,Echo Dot
1151,Adaptador HDMI
1151,Hub USB
1152,Base Refrigerada
1152,Cooler
1152,Controle Bluetooth
1152,Volante Gamer
1152,Caixa de Som
1152,Switch HDMI
1152,Ring Light
1152,Smartwatch
1152,SSD 500GB
1153,Cooler
1153,Controle Xbox
1153,Echo Dot
1154,Ring Light
1154,Filtro de Linha
1154,Estabilizador
1154,HD Externo
1154,Fire TV Stick
1154,Fone de Ouvido
1154,Webcam HD
1154,Carregador Veicular
1154,Placa de Vídeo
1155,Cadeira Gamer
1155,Notebook Stand
1155,Mousepad Gamer
1155,Cabo USB-C
1155,Base Refrigerada
1155,Smartphone
1155,HD Externo
1155,SSD 500GB
1156,Mouse Sem Fio
1156,Echo Dot
1156,Impressora
1156,Hub USB
1156,Fonte 500W
1157,Estabilizador
1157,Teclado Mecânico
1157,Hub USB
1157,Nobreak
1157,Cabo Lightning
1157,Ring Light
1157,Cooler
1157,Case HD
1157,Fire TV Stick
1158,Fonte 500W
1158,Mouse Sem Fio
1158,Caixa de Som
1159,Smartwatch
1159,Controle Xbox
1159,Teclado Mecânico
1159,Scanner
1159,Cadeira Gamer
1159,Case HD
1159,Volante Gamer
1160,Pen Drive 64GB
1160,Volante Gamer
1160,Lâmpada Inteligente
1160,Notebook
1160,Fone de Ouvido
1160,Cooler
1160,Carregador
1160,Gamepad
1160,Adaptador HDMI
1160,Microfone
1161,HD Externo
1161,Caixa de Som
1161,Cabo USB-C
1161,SSD 500GB
1161,Switch HDMI
1161,Nobreak
1161,Suporte para Celular
1161,Pen Drive 64GB
1161,Filtro de Linha
1162,Fonte 500W
1162,Ring Light
1162,Nobreak
1162,Caixa de Som
1163,Placa de Vídeo
1163,HD Externo
1163,Smartwatch
1163,Base Refrigerada
1163,Case HD
1163,Impressora
1163,Óculos VR
1163,Nobreak
1163,Smartphone
1163,Filtro de Linha
1164,Nobreak
1164,Cabo Lightning
1164,Pen Drive 64GB
1164,Mouse Sem Fio
1164,Notebook Stand
1164,Adaptador HDMI
1164,Placa de Vídeo
1165,Case HD
1165,Scanner
1165,Volante Gamer
1165,Impressora
1165,Base Refrigerada
1165,Lâmpada Inteligente
1165,Controle Bluetooth
1166,Echo Dot
1166,Cadeira Gamer
1166,Caixa de Som
1166,Ring Light
1166,Switch HDMI
1166,Adaptador HDMI
1166,Volante Gamer
1166,Gamepad
1166,Estabilizador
1167,Filtro de Linha
1167,Power Bank
1167,Roteador Wi-Fi
1168,Switch HDMI
1168,Nobreak
1168,Controle Xbox
1169,Memória RAM
1169,Controle Xbox
1169,Fire TV Stick
1170,Smartwatch
1170,Memória RAM
1170,Adaptador HDMI
